CustomerId;Gender;Age;HomeStoreId;LoyaltySegment;RegistrationDate
200053;Kobieta;42;1003;VIP;2024-02-08
200054;Kobieta;46;1001;Occasional;2022-12-10
200055;Kobieta;29;1004;Occasional;2023-02-22
200056;Kobieta;60;1011;Regular;2021-12-07
200057;Kobieta;33;1011;Regular;2023-10-03
200058;Kobieta;39;1012;Regular;2022-07-16
200059;Kobieta;22;1010;Regular;2021-06-17
200060;Kobieta;23;1005;New;2026-03-27
200061;Kobieta;39;1016;Occasional;2022-03-18
200062;Mężczyzna;16;1009;Regular;2021-06-12
200063;Mężczyzna;39;1011;Occasional;2021-05-17
200064;Kobieta;38;1010;Regular;2023-12-02
200065;Kobieta;47;1013;Regular;2023-10-17
200066;Kobieta;37;1004;New;2024-09-21
200067;Kobieta;35;1005;Regular;2026-03-18
200068;Kobieta;16;1014;Regular;2022-07-25
200069;Kobieta;28;1014;Occasional;2021-12-01
200070;Kobieta;16;1018;VIP;2025-06-18
200071;Kobieta;31;1006;Occasional;2026-02-03
200072;Kobieta;38;1001;Regular;2023-02-07
200073;Kobieta;36;1018;Regular;2025-11-14
200074;Kobieta;58;1013;Regular;2025-02-22
200075;Kobieta;23;1010;Regular;2023-06-11
200076;Kobieta;37;1002;Regular;2025-09-18
200077;Kobieta;27;1004;Regular;2022-06-05
200078;Kobieta;36;1012;Occasional;2021-04-09
200079;Kobieta;29;1002;Regular;2021-02-11
200080;Kobieta;44;1017;Occasional;2023-12-26
200081;Kobieta;53;1016;VIP;2023-12-23
200082;Kobieta;16;1016;Occasional;2023-08-05
200083;Kobieta;32;1001;New;2025-06-20
200084;Kobieta;42;1002;Regular;2025-06-12
200085;Mężczyzna;16;1010;Regular;2024-09-29
200086;Kobieta;16;1017;Regular;2025-04-12
200087;Kobieta;46;1015;Regular;2022-06-28
200088;Kobieta;43;1008;New;2022-06-14
200089;Kobieta;23;1010;Regular;2026-05-27
200090;Mężczyzna;36;1013;Occasional;2024-03-22
200091;Kobieta;16;1010;Regular;2021-10-20
200092;Kobieta;41;1017;Regular;2025-11-05
200093;Kobieta;52;1010;Regular;2025-09-17
200094;Kobieta;41;1007;Occasional;2022-10-05
200095;Kobieta;41;1016;Regular;2023-12-27
200096;Kobieta;37;1003;Occasional;2025-06-25
200097;Kobieta;35;1006;Occasional;2025-12-07
200098;Kobieta;31;1007;Occasional;2024-11-29
200099;Kobieta;46;1006;Regular;2021-06-26
200100;Kobieta;53;1018;VIP;2026-03-09
200101;Kobieta;37;1011;Regular;2025-12-16
200102;Kobieta;26;1007;Regular;2024-07-06
200103;Kobieta;41;1009;Occasional;2024-06-08
200104;Kobieta;19;1013;Occasional;2024-03-13
200105;Mężczyzna;68;1015;VIP;2023-10-13
200106;Kobieta;42;1003;Occasional;2022-06-22
200107;Kobieta;53;1003;New;2025-03-11
200108;Kobieta;48;1006;Occasional;2024-06-16
200109;Mężczyzna;27;1008;VIP;2026-03-24
200110;Kobieta;49;1008;Regular;2022-08-05
200111;Kobieta;39;1014;Regular;2025-05-13
200112;Mężczyzna;22;1011;Regular;2022-08-07
200113;Kobieta;49;1005;Occasional;2022-01-28
200114;Kobieta;43;1012;New;2025-04-14
200115;Mężczyzna;60;1013;Occasional;2024-01-21
200116;Kobieta;44;1005;New;2022-07-07
200117;Kobieta;34;1012;Occasional;2024-01-03
200118;Kobieta;55;1006;Regular;2021-02-04
200119;Kobieta;46;1018;Regular;2026-04-09
200120;Kobieta;26;1016;Regular;2023-05-10
200121;Kobieta;48;1003;Occasional;2025-01-28
200122;Kobieta;35;1012;Regular;2025-01-23
200123;Kobieta;31;1003;Regular;2025-12-13
200124;Kobieta;46;1009;Occasional;2021-07-11
200125;Kobieta;26;1010;Occasional;2023-10-09
200126;Kobieta;39;1017;Regular;2025-08-21
200127;Kobieta;39;1002;VIP;2023-12-07
200128;Kobieta;36;1003;Regular;2024-01-29
200129;Kobieta;36;1004;Regular;2026-02-28
200130;Kobieta;37;1005;New;2023-10-03
200131;Kobieta;45;1018;New;2021-11-28
200132;Kobieta;44;1015;Regular;2025-12-03
200133;Kobieta;35;1013;Regular;2021-04-05
200134;Mężczyzna;38;1004;Regular;2026-05-19
200135;Kobieta;24;1010;Regular;2024-06-26
200136;Kobieta;57;1007;Regular;2021-11-18
200137;Kobieta;45;1017;Occasional;2021-09-14
200138;Kobieta;32;1012;Regular;2025-01-26
200139;Mężczyzna;34;1015;Regular;2022-11-15
200140;Kobieta;33;1015;Regular;2024-01-17
200141;Kobieta;42;1009;Regular;2024-12-27
200142;Kobieta;28;1007;New;2022-06-02
200143;Kobieta;16;1009;Regular;2022-08-16
200144;Mężczyzna;26;1018;Regular;2023-03-09
200145;Kobieta;21;1008;New;2025-04-13
200146;Kobieta;28;1003;Occasional;2023-11-29
200147;Mężczyzna;49;1013;Regular;2023-06-10
200148;Kobieta;29;1011;VIP;2025-04-06
200149;Kobieta;35;1016;Regular;2023-01-24
200150;Mężczyzna;28;1006;Occasional;2025-03-08
200151;Kobieta;50;1012;Regular;2024-06-29
200152;Kobieta;46;1015;Regular;2026-03-01
200153;Kobieta;38;1008;Regular;2025-02-27
200154;Mężczyzna;29;1018;Occasional;2021-01-07
200155;Kobieta;34;1013;Occasional;2023-08-12
200156;Kobieta;20;1006;New;2023-08-18
200157;Mężczyzna;67;1012;Regular;2023-07-18
200158;Mężczyzna;36;1005;Regular;2021-07-10
200159;Kobieta;30;1014;Regular;2024-07-30
200160;Mężczyzna;27;1016;Regular;2025-11-18
200161;Kobieta;39;1014;Occasional;2026-04-21
200162;Mężczyzna;42;1005;Regular;2023-08-15
200163;Kobieta;28;1007;Occasional;2024-04-19
200164;Kobieta;50;1010;Occasional;2021-02-24
200165;Kobieta;30;1014;Occasional;2022-12-25
200166;Kobieta;17;1006;Regular;2023-10-22
200167;Kobieta;16;1007;Occasional;2026-01-18
200168;Kobieta;37;1006;Occasional;2024-01-08
200169;Kobieta;35;1011;Occasional;2025-06-19
200170;Kobieta;19;1007;Regular;2025-03-15
200171;Kobieta;52;1002;Regular;2025-08-02
200172;Mężczyzna;20;1007;Regular;2025-05-04
200173;Kobieta;34;1009;Regular;2021-04-18
200174;Kobieta;23;1004;Occasional;2024-03-08
200175;Kobieta;57;1003;Regular;2021-07-01
200176;Kobieta;59;1015;New;2024-02-20
200177;Kobieta;50;1010;Occasional;2025-09-18
200178;Mężczyzna;20;1007;Regular;2022-11-04
200179;Mężczyzna;40;1001;Occasional;2023-01-01
200180;Kobieta;42;1006;Occasional;2023-08-18
200181;Mężczyzna;40;1002;Occasional;2023-02-23
200182;Kobieta;25;1018;New;2025-11-19
200183;Kobieta;58;1004;Regular;2024-08-30
200184;Kobieta;42;1016;Occasional;2025-03-14
200185;Kobieta;35;1010;Regular;2024-10-19
200186;Kobieta;19;1007;Regular;2022-09-18
200187;Kobieta;38;1003;Occasional;2021-02-02
200188;Mężczyzna;54;1013;Regular;2021-08-06
200189;Kobieta;49;1002;Regular;2022-02-06
200190;Mężczyzna;16;1010;Occasional;2025-10-21
200191;Kobieta;18;1008;Occasional;2021-10-10
200192;Kobieta;40;1008;Occasional;2024-08-25
200193;Kobieta;23;1002;VIP;2021-03-21
200194;Kobieta;26;1001;New;2022-12-28
200195;Kobieta;30;1012;Regular;2024-02-03
200196;Kobieta;30;1003;Occasional;2022-04-29
200197;Kobieta;22;1017;Occasional;2024-12-01
200198;Kobieta;24;1012;New;2024-11-13
200199;Kobieta;17;1015;Occasional;2024-01-20
200200;Kobieta;41;1002;Regular;2023-03-11
200201;Kobieta;27;1018;VIP;2021-02-22
200202;Kobieta;28;1008;Occasional;2023-04-10
200203;Kobieta;55;1009;Regular;2025-08-03
200204;Kobieta;60;1014;Regular;2022-01-04
200205;Kobieta;18;1017;Regular;2022-05-16
200206;Kobieta;21;1017;Regular;2023-03-09
200207;Kobieta;30;1007;New;2024-04-12
200208;Kobieta;42;1008;Regular;2024-01-17
200209;Kobieta;25;1016;Regular;2025-05-09
200210;Kobieta;39;1010;Regular;2021-10-30
200211;Mężczyzna;37;1007;Regular;2022-02-23
200212;Kobieta;16;1007;Occasional;2025-10-31
200213;Kobieta;34;1015;VIP;2024-01-29
200214;Kobieta;26;1011;Regular;2021-10-13
200215;Kobieta;36;1004;Occasional;2025-09-02
200216;Kobieta;25;1018;Occasional;2021-07-02
200217;Kobieta;37;1010;Regular;2021-10-29
200218;Kobieta;22;1018;Regular;2024-05-17
200219;Kobieta;33;1014;Regular;2026-03-05
200220;Kobieta;16;1012;New;2021-11-24
200221;Kobieta;59;1008;Occasional;2023-12-21
200222;Kobieta;34;1007;Regular;2021-07-21
200223;Mężczyzna;31;1009;Regular;2024-05-06
200224;Kobieta;46;1018;New;2022-05-29
200225;Kobieta;27;1015;Regular;2024-01-24
200226;Mężczyzna;16;1008;Occasional;2025-04-28
200227;Kobieta;43;1010;New;2021-12-03
200228;Kobieta;34;1001;Regular;2023-12-30
200229;Kobieta;41;1018;Occasional;2022-07-30
200230;Kobieta;16;1004;Occasional;2023-08-02
200231;Kobieta;26;1001;VIP;2025-12-09
200232;Kobieta;21;1003;Occasional;2025-04-22
200233;Kobieta;16;1011;Regular;2023-10-19
200234;Kobieta;28;1003;Occasional;2023-06-03
200235;Kobieta;42;1001;Regular;2023-06-17
200236;Mężczyzna;40;1010;Regular;2024-06-04
200237;Mężczyzna;25;1005;Occasional;2022-03-15
200238;Kobieta;29;1009;VIP;2023-10-01
200239;Kobieta;21;1002;Occasional;2021-05-24
200240;Mężczyzna;16;1004;Regular;2021-07-11
200241;Kobieta;52;1005;Regular;2022-11-09
200242;Kobieta;51;1012;Occasional;2021-04-08
200243;Kobieta;40;1001;Regular;2026-04-10
200244;Kobieta;30;1012;Regular;2021-11-24
200245;Kobieta;16;1005;VIP;2023-07-26
200246;Kobieta;42;1014;Occasional;2024-10-29
200247;Kobieta;45;1008;Regular;2021-07-07
200248;Kobieta;30;1013;Regular;2023-05-04
200249;Mężczyzna;39;1008;Regular;2022-10-05
200250;Kobieta;39;1010;Occasional;2025-06-22
200251;Kobieta;23;1007;VIP;2021-05-18
200252;Kobieta;30;1008;Regular;2024-12-12
200253;Kobieta;29;1006;New;2021-07-03
200254;Kobieta;29;1006;Occasional;2024-04-08
200255;Kobieta;20;1013;Regular;2024-04-17
200256;Kobieta;32;1017;Occasional;2024-06-03
200257;Mężczyzna;23;1004;Regular;2024-01-19
200258;Kobieta;20;1009;Occasional;2025-04-20
200259;Kobieta;22;1008;Occasional;2025-02-14
200260;Kobieta;16;1017;Occasional;2022-09-28
200261;Mężczyzna;29;1016;Occasional;2022-03-30
200262;Kobieta;40;1018;Occasional;2023-02-21
200263;Kobieta;30;1007;Regular;2026-02-16
200264;Kobieta;33;1014;Occasional;2024-08-23
200265;Kobieta;26;1010;Occasional;2026-04-24
200266;Kobieta;31;1014;Regular;2024-01-04
200267;Kobieta;35;1006;Regular;2023-10-25
200268;Kobieta;30;1015;Occasional;2023-09-02
200269;Kobieta;28;1009;Regular;2022-06-18
200270;Kobieta;24;1005;Regular;2025-03-20
200271;Kobieta;33;1003;Regular;2022-05-12
200272;Kobieta;17;1013;Regular;2021-10-12
200273;Mężczyzna;35;1002;Regular;2024-08-02
200274;Kobieta;55;1012;Occasional;2022-02-14
200275;Kobieta;42;1006;New;2024-08-15
200276;Kobieta;27;1003;Occasional;2021-06-10
200277;Kobieta;41;1004;Occasional;2023-12-29
200278;Kobieta;27;1011;New;2022-04-03
200279;Kobieta;31;1015;VIP;2022-09-27
200280;Kobieta;52;1003;Regular;2024-06-28
200281;Kobieta;16;1001;Occasional;2026-01-09
200282;Kobieta;39;1011;Occasional;2022-10-17
200283;Kobieta;20;1015;Occasional;2022-07-29
200284;Kobieta;16;1005;New;2022-02-01
200285;Kobieta;27;1002;Regular;2025-07-31
200286;Kobieta;50;1017;Occasional;2022-06-10
200287;Kobieta;33;1007;Regular;2025-06-10
200288;Kobieta;35;1016;Regular;2022-08-28
200289;Kobieta;43;1011;New;2023-03-12
200290;Mężczyzna;28;1013;Regular;2022-12-06
200291;Kobieta;22;1012;Occasional;2021-11-03
200292;Kobieta;26;1012;VIP;2023-08-14
200293;Kobieta;16;1018;Regular;2023-06-16
200294;Mężczyzna;29;1015;Regular;2024-11-10
200295;Kobieta;32;1005;Occasional;2024-03-23
200296;Kobieta;32;1005;Regular;2026-02-03
200297;Kobieta;46;1002;VIP;2022-05-27
200298;Kobieta;52;1014;Regular;2023-10-04
200299;Kobieta;32;1007;New;2024-03-20
200300;Kobieta;31;1002;Regular;2022-03-11
200301;Kobieta;26;1015;Occasional;2024-02-29
200302;Kobieta;32;1009;Regular;2026-03-05
200303;Kobieta;21;1011;Regular;2023-04-17
200304;Kobieta;42;1006;Regular;2024-02-05
200305;Kobieta;19;1007;Regular;2025-08-26
200306;Kobieta;38;1008;VIP;2022-07-13
200307;Mężczyzna;49;1006;Occasional;2021-12-22
200308;Kobieta;38;1014;Occasional;2021-10-25
200309;Kobieta;53;1001;Regular;2024-05-01
200310;Kobieta;18;1013;Occasional;2023-11-21
200311;Kobieta;23;1007;Occasional;2025-08-22
200312;Kobieta;29;1001;Occasional;2023-03-23
200313;Kobieta;29;1011;Regular;2025-10-06
200314;Kobieta;37;1007;Occasional;2024-11-03
200315;Kobieta;17;1008;Regular;2023-01-02
200316;Kobieta;33;1013;VIP;2021-06-15
200317;Kobieta;47;1003;Regular;2026-01-11
200318;Kobieta;42;1006;Regular;2025-01-06
200319;Mężczyzna;43;1005;Occasional;2024-05-19
200320;Mężczyzna;25;1003;Occasional;2022-10-18
200321;Kobieta;30;1009;VIP;2026-02-11
200322;Kobieta;38;1005;Regular;2025-06-20
200323;Kobieta;19;1004;Regular;2021-03-16
200324;Kobieta;25;1014;VIP;2024-06-27
200325;Kobieta;30;1015;New;2021-07-29
200326;Kobieta;27;1017;Occasional;2024-12-22
200327;Kobieta;41;1015;Regular;2021-01-02
200328;Mężczyzna;21;1004;Occasional;2022-12-10
200329;Kobieta;24;1001;Regular;2021-04-16
200330;Kobieta;56;1017;New;2022-03-19
200331;Kobieta;36;1008;New;2024-01-14
200332;Mężczyzna;30;1018;Regular;2026-02-23
200333;Kobieta;32;1016;Occasional;2021-05-09
200334;Kobieta;33;1007;Regular;2025-09-18
200335;Kobieta;33;1013;Occasional;2022-09-22
200336;Kobieta;46;1006;Occasional;2022-02-03
200337;Kobieta;43;1015;New;2025-10-02
200338;Kobieta;44;1007;Regular;2023-10-26
200339;Kobieta;43;1001;Occasional;2021-04-22
200340;Kobieta;17;1014;Regular;2025-10-05
200341;Mężczyzna;47;1002;Occasional;2024-07-03
200342;Kobieta;22;1007;VIP;2022-12-05
200343;Kobieta;36;1013;Occasional;2024-03-15
200344;Mężczyzna;36;1008;Occasional;2023-09-10
200345;Mężczyzna;55;1016;Regular;2025-02-18
200346;Kobieta;32;1006;Occasional;2023-01-31
200347;Mężczyzna;16;1014;Regular;2022-01-12
200348;Kobieta;29;1014;Regular;2022-08-18
200349;Kobieta;56;1008;Regular;2021-08-16
200350;Kobieta;38;1018;VIP;2021-01-13
200351;Kobieta;33;1004;New;2022-11-20
200352;Kobieta;31;1014;New;2023-05-24
200353;Kobieta;23;1003;Occasional;2025-10-15
200354;Kobieta;30;1010;New;2021-12-30
200355;Kobieta;30;1017;Regular;2021-06-08
200356;Mężczyzna;18;1009;Regular;2021-04-23
200357;Kobieta;17;1003;Regular;2023-09-02
200358;Kobieta;61;1004;Regular;2021-09-24
200359;Kobieta;34;1003;Occasional;2023-06-14
200360;Kobieta;17;1009;VIP;2022-10-22
200361;Kobieta;40;1017;Regular;2026-04-15
200362;Kobieta;37;1008;VIP;2021-06-22
200363;Mężczyzna;46;1004;Occasional;2024-12-21
200364;Kobieta;33;1014;Regular;2025-06-17
200365;Mężczyzna;35;1014;Occasional;2025-03-12
200366;Mężczyzna;40;1009;Occasional;2021-09-24
200367;Mężczyzna;46;1012;Occasional;2023-05-27
200368;Kobieta;20;1007;Regular;2021-11-15
200369;Mężczyzna;31;1001;Regular;2024-12-17
200370;Kobieta;31;1016;VIP;2023-03-10
200371;Kobieta;31;1001;New;2023-04-23
200372;Kobieta;36;1007;Regular;2022-10-03
200373;Mężczyzna;36;1017;Regular;2025-10-27
200374;Kobieta;45;1008;Regular;2025-12-12
200375;Mężczyzna;23;1015;Occasional;2022-04-01
200376;Kobieta;23;1009;Occasional;2024-03-12
200377;Kobieta;60;1001;Occasional;2021-06-05
200378;Kobieta;56;1004;Occasional;2024-08-21
200379;Mężczyzna;41;1002;Regular;2025-04-21
200380;Kobieta;41;1003;Occasional;2022-05-28
200381;Mężczyzna;27;1008;Regular;2023-09-12
200382;Kobieta;42;1011;Regular;2022-03-30
200383;Mężczyzna;48;1009;Regular;2025-04-04
200384;Mężczyzna;16;1014;Regular;2025-04-04
200385;Kobieta;43;1012;Regular;2025-01-01
200386;Kobieta;40;1014;Regular;2021-08-25
200387;Kobieta;28;1007;Occasional;2021-07-03
200388;Kobieta;28;1002;VIP;2021-11-24
200389;Kobieta;34;1015;Regular;2025-09-10
200390;Kobieta;29;1014;Regular;2021-08-17
200391;Kobieta;28;1005;Regular;2023-09-30
200392;Kobieta;28;1014;Regular;2021-07-03
200393;Kobieta;38;1012;Regular;2024-12-30
200394;Kobieta;28;1001;Occasional;2026-05-28
200395;Kobieta;52;1002;Regular;2023-08-30
200396;Mężczyzna;18;1001;Occasional;2022-01-29
200397;Kobieta;48;1012;Occasional;2022-04-23
200398;Kobieta;31;1010;Regular;2023-01-22
200399;Kobieta;22;1006;New;2024-03-17
200400;Kobieta;23;1012;Occasional;2022-05-23
200401;Kobieta;31;1013;Regular;2024-09-03
200402;Kobieta;46;1018;Occasional;2022-09-14
200403;Kobieta;47;1002;Occasional;2022-04-07
200404;Kobieta;44;1017;Occasional;2024-05-30
200405;Kobieta;37;1012;Occasional;2022-08-26
200406;Kobieta;29;1006;Occasional;2023-07-27
200407;Kobieta;21;1001;Occasional;2023-12-12
200408;Kobieta;31;1002;VIP;2023-11-02
200409;Kobieta;27;1012;Regular;2023-05-25
200410;Kobieta;50;1009;Regular;2023-06-30
200411;Kobieta;17;1002;Occasional;2021-02-22
200412;Kobieta;16;1011;Regular;2025-12-10
200413;Kobieta;31;1011;New;2026-02-15
200414;Kobieta;43;1003;Occasional;2023-11-15
200415;Kobieta;41;1002;Occasional;2026-02-26
200416;Kobieta;25;1010;VIP;2025-11-22
200417;Kobieta;34;1007;Regular;2022-06-10
200418;Mężczyzna;36;1002;New;2023-04-24
200419;Mężczyzna;60;1004;Regular;2021-12-06
200420;Kobieta;41;1015;New;2022-06-26
200421;Kobieta;18;1010;VIP;2022-08-12
200422;Kobieta;55;1007;Occasional;2022-06-04
200423;Kobieta;26;1018;Regular;2022-07-21
200424;Kobieta;21;1004;Regular;2021-01-09
200425;Kobieta;39;1008;Regular;2022-05-01
200426;Kobieta;18;1012;Occasional;2022-08-01
200427;Kobieta;43;1015;Regular;2026-04-05
200428;Kobieta;43;1016;New;2021-06-20
200429;Mężczyzna;42;1010;Regular;2025-01-11
200430;Kobieta;53;1017;Occasional;2025-05-20
200431;Kobieta;30;1014;Occasional;2022-06-22
200432;Kobieta;34;1018;Regular;2023-05-19
200433;Kobieta;40;1003;Regular;2025-07-14
200434;Kobieta;34;1007;Regular;2021-10-08
200435;Kobieta;31;1009;Occasional;2024-03-02
200436;Mężczyzna;32;1004;Regular;2024-03-04
200437;Kobieta;33;1001;New;2026-04-25
200438;Kobieta;57;1003;Occasional;2023-04-06
200439;Kobieta;31;1018;New;2023-04-24
200440;Kobieta;44;1010;Regular;2021-11-09
200441;Kobieta;50;1013;Occasional;2024-04-26
200442;Kobieta;28;1004;New;2022-01-29
200443;Mężczyzna;28;1007;New;2025-04-08
200444;Kobieta;27;1008;Regular;2023-01-26
200445;Kobieta;26;1016;New;2023-02-17
200446;Kobieta;45;1004;Occasional;2024-06-17
200447;Kobieta;52;1002;Occasional;2023-03-12
200448;Mężczyzna;31;1012;Regular;2023-09-06
200449;Kobieta;46;1008;Regular;2021-03-29
200450;Mężczyzna;28;1002;Regular;2021-08-09
200451;Kobieta;37;1015;VIP;2025-12-20
200452;Kobieta;34;1005;Occasional;2021-10-22
200453;Mężczyzna;30;1017;Regular;2023-10-20
200454;Kobieta;21;1001;Regular;2022-04-07
200455;Kobieta;32;1002;Occasional;2024-11-10
200456;Kobieta;41;1004;Regular;2021-01-19
200457;Mężczyzna;26;1014;Regular;2024-05-25
200458;Kobieta;18;1006;Occasional;2022-12-09
200459;Kobieta;25;1009;Occasional;2025-05-09
200460;Kobieta;37;1014;Occasional;2026-02-23
200461;Kobieta;20;1010;Occasional;2021-11-15
200462;Kobieta;17;1014;Regular;2026-02-26
200463;Kobieta;39;1014;Regular;2025-09-23
200464;Kobieta;31;1013;VIP;2022-12-11
200465;Kobieta;26;1006;Regular;2021-01-04
200466;Kobieta;53;1002;VIP;2022-03-31
200467;Kobieta;16;1009;Regular;2024-12-14
200468;Mężczyzna;30;1013;Occasional;2021-08-01
200469;Kobieta;24;1002;Occasional;2026-05-17
200470;Kobieta;47;1001;Regular;2023-02-26
200471;Mężczyzna;27;1007;Regular;2025-05-14
200472;Kobieta;60;1007;Regular;2022-08-30
200473;Kobieta;40;1011;Occasional;2024-03-27
200474;Mężczyzna;47;1008;Occasional;2025-01-14
200475;Kobieta;27;1007;Regular;2026-05-05
200476;Kobieta;22;1014;Regular;2022-07-05
200477;Kobieta;50;1010;Regular;2023-04-23
200478;Kobieta;40;1013;Occasional;2021-10-11
200479;Kobieta;40;1004;VIP;2024-09-08
200480;Kobieta;21;1013;Occasional;2021-09-21
200481;Kobieta;35;1011;Regular;2023-04-18
200482;Kobieta;39;1010;Occasional;2021-09-10
200483;Kobieta;16;1004;New;2025-09-05
200484;Mężczyzna;34;1008;Occasional;2024-05-11
200485;Kobieta;48;1017;Regular;2024-01-30
200486;Mężczyzna;42;1016;Regular;2024-08-25
200487;Kobieta;46;1004;VIP;2022-11-29
200488;Kobieta;31;1002;Regular;2025-12-11
200489;Kobieta;19;1006;Occasional;2024-11-16
200490;Kobieta;38;1008;Occasional;2022-07-03
200491;Mężczyzna;42;1011;VIP;2021-05-22
200492;Kobieta;26;1017;VIP;2025-12-03
200493;Kobieta;29;1015;Regular;2024-12-09
200494;Kobieta;33;1015;Occasional;2024-04-02
200495;Mężczyzna;27;1017;Regular;2024-01-26
200496;Kobieta;60;1010;Regular;2025-04-25
200497;Kobieta;50;1008;Occasional;2022-08-16
200498;Kobieta;39;1013;Occasional;2021-07-28
200499;Kobieta;47;1003;Occasional;2025-05-09
200500;Kobieta;25;1014;Occasional;2025-06-08
200501;Kobieta;41;1002;Occasional;2023-02-19
200502;Kobieta;18;1002;New;2022-07-03
200503;Kobieta;17;1017;Regular;2025-11-05
200504;Kobieta;48;1011;Occasional;2025-12-05
200505;Mężczyzna;52;1006;Regular;2021-11-30
200506;Kobieta;46;1009;Occasional;2021-04-22
200507;Kobieta;41;1004;VIP;2024-05-06
200508;Kobieta;17;1018;Regular;2021-12-19
200509;Kobieta;41;1008;New;2023-07-09
200510;Kobieta;32;1018;Regular;2024-03-08
200511;Kobieta;20;1004;New;2025-08-30
200512;Kobieta;38;1013;Regular;2021-04-25
200513;Kobieta;29;1007;Regular;2024-07-30
200514;Kobieta;39;1003;Occasional;2025-04-02
200515;Kobieta;35;1013;Occasional;2023-10-26
200516;Kobieta;21;1017;Occasional;2022-03-08
200517;Kobieta;31;1015;Regular;2024-04-15
200518;Kobieta;29;1011;Regular;2022-02-03
200519;Kobieta;35;1013;Regular;2024-12-14
200520;Kobieta;19;1017;Occasional;2025-08-05
200521;Kobieta;46;1008;Occasional;2023-02-23
200522;Kobieta;33;1009;Regular;2025-03-14
200523;Kobieta;34;1017;VIP;2023-03-30
200524;Kobieta;23;1004;Regular;2021-02-13
200525;Kobieta;39;1003;Occasional;2023-05-05
200526;Kobieta;39;1008;Regular;2025-03-26
200527;Kobieta;21;1001;Occasional;2021-10-29
200528;Kobieta;23;1009;Regular;2022-12-27
200529;Kobieta;60;1008;Occasional;2021-01-28
200530;Kobieta;31;1012;Regular;2024-12-09
200531;Mężczyzna;16;1001;Occasional;2023-12-03
200532;Kobieta;52;1016;Regular;2023-03-20
200533;Mężczyzna;54;1017;VIP;2021-05-02
200534;Kobieta;25;1001;Occasional;2021-04-14
200535;Kobieta;32;1014;New;2022-02-28
200536;Kobieta;44;1012;Occasional;2024-05-10
200537;Kobieta;16;1015;Regular;2024-07-25
200538;Kobieta;24;1002;Regular;2021-07-16
200539;Kobieta;37;1006;VIP;2022-01-06
200540;Kobieta;22;1010;Regular;2024-06-24
200541;Kobieta;34;1016;Regular;2025-01-12
200542;Kobieta;44;1015;Regular;2024-03-09
200543;Kobieta;52;1015;VIP;2024-02-16
200544;Kobieta;26;1011;Occasional;2024-02-24
200545;Kobieta;43;1018;New;2021-07-17
200546;Kobieta;16;1012;Regular;2021-03-13
