ProductId;ProductName;Manufacturer;Category;Subcategory;IsPrivateLabel;CurrentPrice;CurrentUnitCost;Capacity;VAT_Rate;ProductStatus;IsEcoVegan;PriceSegment
10037;Aura Care Odporność Magnez + B6 30 kaps.;Aura Care;Suplementy i Zdrowie;Odporność;1;27,25;8,18;kaps.;0,08;Phase-Out;1;Economy
10038;NutriMax Minerały D3 2000 j.m. 60 kaps.;NutriMax;Suplementy i Zdrowie;Minerały;0;84,18;46,3;kaps.;0,08;Active;0;Premium
10039;VelvetLine Twarz Long-lasting 30ml;VelvetLine;Makijaż;Twarz;0;132,25;52,9;30ml;0,23;Active;0;Premium
10040;Aura Kids Kosmetyki Rozmiar 3 40 szt.;Aura Kids;Dziecko;Kosmetyki;1;63,95;38,37;szt.;0,23;Phase-Out;0;Premium
10041;Veluria Krem na noc Przeciwzmarszczkowy 150ml;Veluria;Pielęgnacja twarzy;Kremy na noc;0;100,01;45,0;150ml;0,23;Phase-Out;0;Premium
10042;LumiSkin Krem na noc Z witaminą C 50ml;LumiSkin;Pielęgnacja twarzy;Kremy na noc;0;92,41;41,58;50ml;0,23;Active;0;Premium
10043;PureCare Podpaski Super 40 szt.;PureCare;Higiena intymna;Podpaski;0;12,09;7,86;szt.;0,23;Active;1;Economy
10044;NutriMax Odporność D3 2000 j.m. 60 kaps.;NutriMax;Suplementy i Zdrowie;Odporność;0;33,17;18,24;kaps.;0,08;Phase-Out;0;Economy
10045;Aura Care Krem na noc Przeciwzmarszczkowy 150ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;62,55;15,64;150ml;0,23;Phase-Out;1;Mid-Market
10046;Aura Care Stylizacja Nawilżająca 500ml;Aura Care;Włosy;Stylizacja;1;42,14;14,75;500ml;0,23;Active;1;Mid-Market
10047;FreshGlow Podpaski Kojący 20 szt.;FreshGlow;Higiena intymna;Podpaski;0;26,97;17,53;szt.;0,23;Active;0;Premium
10048;Veluria Żele do mycia Matujący 50ml;Veluria;Pielęgnacja twarzy;Żele do mycia;0;99,06;44,58;50ml;0,23;Active;0;Premium
10049;SoftTouch Podpaski Ochronny 20 szt.;SoftTouch;Higiena intymna;Podpaski;0;25,76;16,74;szt.;0,23;Active;0;Premium
10050;VigorHair Stylizacja Odbudowujący 500ml;VigorHair;Włosy;Stylizacja;0;59,06;32,48;500ml;0,23;Active;0;Premium
10051;SoftTouch Wkładki Super 40 szt.;SoftTouch;Higiena intymna;Wkładki;0;21,21;13,79;szt.;0,23;Active;1;Premium
10052;ColorAura Twarz Long-lasting 8ml;ColorAura;Makijaż;Twarz;0;62,12;24,85;8ml;0,23;Active;0;Economy
10053;PureBotanica Krem na dzień Z witaminą C 150ml;PureBotanica;Pielęgnacja twarzy;Kremy na dzień;0;108,47;48,81;150ml;0,23;Phase-Out;1;Premium
10054;Veluria Żele do mycia Z witaminą C 30ml;Veluria;Pielęgnacja twarzy;Żele do mycia;0;92,18;41,48;30ml;0,23;Phase-Out;1;Premium
10055;Aura Beauty Twarz Long-lasting 8ml;Aura Beauty;Makijaż;Twarz;1;21,82;4,36;8ml;0,23;Active;0;Economy
10056;Veluria Sera Matujący 30ml;Veluria;Pielęgnacja twarzy;Sera;0;55,97;25,19;30ml;0,23;Active;0;Mid-Market
10057;Aura Beauty Oczy Long-lasting 8ml;Aura Beauty;Makijaż;Oczy;1;33,13;6,63;8ml;0,23;Active;1;Economy
10058;PureBotanica Krem na dzień Z witaminą C 50ml;PureBotanica;Pielęgnacja twarzy;Kremy na dzień;0;80,08;36,04;50ml;0,23;Active;1;Mid-Market
10059;DermaGlow Żele do mycia Przeciwzmarszczkowy 50ml;DermaGlow;Pielęgnacja twarzy;Żele do mycia;0;108,55;48,85;50ml;0,23;Phase-Out;0;Premium
10060;LumiSkin Krem na noc Matujący 30ml;LumiSkin;Pielęgnacja twarzy;Kremy na noc;0;118,96;53,53;30ml;0,23;Active;0;Premium
10061;Aura Care Maski Do farbowanych 400ml;Aura Care;Włosy;Maski;1;57,95;20,28;400ml;0,23;Active;1;Premium
10062;HealthSpark Witaminy Magnez + B6 30 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;26,86;14,77;kaps.;0,08;Phase-Out;0;Economy
10063;TinyJoy Kosmetyki Rozmiar 3 60 szt.;TinyJoy;Dziecko;Kosmetyki;0;65,68;49,26;szt.;0,23;Phase-Out;0;Premium
10064;BotanicaPro Maski Do farbowanych 500ml;BotanicaPro;Włosy;Maski;0;67,93;37,36;500ml;0,23;Active;0;Premium
10065;BotanicaPro Szampon Odbudowujący 250ml;BotanicaPro;Włosy;Szampony;0;68,24;37,53;250ml;0,23;Active;0;Premium
10066;VelvetLine Oczy Rozświetlający 30ml;VelvetLine;Makijaż;Oczy;0;126,34;50,54;30ml;0,23;Active;0;Premium
10067;VigorHair Maski Nawilżająca 250ml;VigorHair;Włosy;Maski;0;63,04;34,67;250ml;0,23;Active;0;Premium
10068;Aura Care Żele do mycia Przeciwzmarszczkowy 150ml;Aura Care;Pielęgnacja twarzy;Żele do mycia;1;78,06;19,52;150ml;0,23;Active;1;Mid-Market
10069;Aura Care Krem na noc Matujący 50ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;21,69;5,42;50ml;0,23;Active;1;Economy
10070;VisagePro Usta Rozświetlający 30ml;VisagePro;Makijaż;Usta;0;71,71;28,68;30ml;0,23;Active;0;Mid-Market
10071;Aura Care Minerały C 1000mg 60 kaps.;Aura Care;Suplementy i Zdrowie;Minerały;1;58,38;17,51;kaps.;0,08;Active;1;Mid-Market
10072;Aura Basic Płyny i żele Normal 40 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;19,53;8,79;szt.;0,23;Phase-Out;1;Mid-Market
10073;SoftTouch Płyny i żele Ochronny 200ml;SoftTouch;Higiena intymna;Płyny i żele;0;25,03;16,27;200ml;0,23;Active;0;Premium
10074;BotanicaPro Szampon Odbudowujący 500ml;BotanicaPro;Włosy;Szampony;0;35,73;19,65;500ml;0,23;Active;0;Mid-Market
10075;PureCare Podpaski Kojący 20 szt.;PureCare;Higiena intymna;Podpaski;0;25,35;16,48;szt.;0,23;Active;1;Premium
10076;Veluria Sera Matujący 50ml;Veluria;Pielęgnacja twarzy;Sera;0;40,24;18,11;50ml;0,23;Active;1;Economy
10077;PureCare Podpaski Ochronny 200ml;PureCare;Higiena intymna;Podpaski;0;23,24;15,11;200ml;0,23;Active;1;Premium
10078;GlamTouch Usta Long-lasting 8ml;GlamTouch;Makijaż;Usta;0;88,7;35,48;8ml;0,23;Active;0;Mid-Market
10079;FreshGlow Podpaski Normal 40 szt.;FreshGlow;Higiena intymna;Podpaski;0;14,16;9,2;szt.;0,23;Active;0;Mid-Market
10080;Aura Care Krem na dzień Matujący 150ml;Aura Care;Pielęgnacja twarzy;Kremy na dzień;1;33,66;8,41;150ml;0,23;Active;1;Economy
10081;Aura Basic Płyny i żele Normal 20 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;22,25;10,01;szt.;0,23;Active;0;Premium
10082;FreshGlow Podpaski Super 20 szt.;FreshGlow;Higiena intymna;Podpaski;0;26,79;17,41;szt.;0,23;Active;0;Premium
10083;Aura Basic Podpaski Super 200ml;Aura Basic;Higiena intymna;Podpaski;1;10,35;4,66;200ml;0,23;Active;0;Economy
10084;BotanicaPro Maski Przeciwłupieżowy 500ml;BotanicaPro;Włosy;Maski;0;68,66;37,76;500ml;0,23;Active;1;Premium
10085;Aura Kids Pieluchy Rozmiar 4 500ml;Aura Kids;Dziecko;Pieluchy;1;60,77;36,46;500ml;0,23;Active;0;Premium
10086;DermaGlow Krem na noc Matujący 50ml;DermaGlow;Pielęgnacja twarzy;Kremy na noc;0;120,42;54,19;50ml;0,23;Discontinued;0;Premium
10087;VigorHair Maski Odbudowujący 250ml;VigorHair;Włosy;Maski;0;70,17;38,59;250ml;0,23;Active;0;Premium
10088;LumiSkin Sera Przeciwzmarszczkowy 30ml;LumiSkin;Pielęgnacja twarzy;Sera;0;65,87;29,64;30ml;0,23;Active;0;Mid-Market
10089;Aura Care Sera Matujący 150ml;Aura Care;Pielęgnacja twarzy;Sera;1;36,75;9,19;150ml;0,23;Active;1;Economy
10090;TinyJoy Chusteczki Nawilżane 500ml;TinyJoy;Dziecko;Chusteczki;0;74,22;55,66;500ml;0,23;Phase-Out;0;Premium
10091;LumiSkin Żele do mycia Matujący 50ml;LumiSkin;Pielęgnacja twarzy;Żele do mycia;0;121,22;54,55;50ml;0,23;Active;0;Premium
10092;Aura Beauty Oczy Wodoodporny 8ml;Aura Beauty;Makijaż;Oczy;1;134,91;26,98;8ml;0,23;Active;0;Premium
10093;ColorAura Usta Wodoodporny 8ml;ColorAura;Makijaż;Usta;0;37,66;15,06;8ml;0,23;Phase-Out;0;Economy
10094;Herbix Odżywki Przeciwłupieżowy 500ml;Herbix;Włosy;Odżywki;0;53,26;29,29;500ml;0,23;Active;1;Mid-Market
10095;LumiSkin Krem na noc Nawilżający 30ml;LumiSkin;Pielęgnacja twarzy;Kremy na noc;0;58,2;26,19;30ml;0,23;Active;0;Mid-Market
10096;VitaCore Witaminy C 1000mg 30 kaps.;VitaCore;Suplementy i Zdrowie;Witaminy;0;60,76;33,42;kaps.;0,08;Active;0;Mid-Market
10097;Aura Care Odżywki Odbudowujący 400ml;Aura Care;Włosy;Odżywki;1;22,74;7,96;400ml;0,23;Phase-Out;1;Economy
10098;Aura Beauty Oczy Wodoodporny 8ml;Aura Beauty;Makijaż;Oczy;1;37,87;7,57;8ml;0,23;Active;0;Economy
10099;PureCare Płyny i żele Super 20 szt.;PureCare;Higiena intymna;Płyny i żele;0;9,97;6,48;szt.;0,23;Phase-Out;1;Economy
10100;PureCare Wkładki Kojący 40 szt.;PureCare;Higiena intymna;Wkładki;0;24,43;15,88;szt.;0,23;Active;1;Premium
10101;PureCare Wkładki Super 40 szt.;PureCare;Higiena intymna;Wkładki;0;16,28;10,58;szt.;0,23;Active;1;Mid-Market
10102;VigorHair Szampon Nawilżająca 400ml;VigorHair;Włosy;Szampony;0;79,48;43,71;400ml;0,23;Active;0;Premium
10103;Aura Care Odżywki Przeciwłupieżowy 500ml;Aura Care;Włosy;Odżywki;1;58,11;20,34;500ml;0,23;Active;1;Premium
10104;DermaGlow Sera Matujący 150ml;DermaGlow;Pielęgnacja twarzy;Sera;0;39,85;17,93;150ml;0,23;Active;0;Economy
10105;TinyJoy Pieluchy Rozmiar 4 60 szt.;TinyJoy;Dziecko;Pieluchy;0;36,17;27,13;szt.;0,23;Discontinued;0;Mid-Market
10106;BotanicaPro Szampon Przeciwłupieżowy 500ml;BotanicaPro;Włosy;Szampony;0;46,71;25,69;500ml;0,23;Active;0;Mid-Market
10107;DermaGlow Krem na noc Z witaminą C 50ml;DermaGlow;Pielęgnacja twarzy;Kremy na noc;0;89,78;40,4;50ml;0,23;Active;1;Mid-Market
10108;PureBotanica Krem na dzień Nawilżający 150ml;PureBotanica;Pielęgnacja twarzy;Kremy na dzień;0;52,43;23,59;150ml;0,23;Active;1;Economy
10109;Aura Kids Pieluchy Rozmiar 3 500ml;Aura Kids;Dziecko;Pieluchy;1;38,74;23,24;500ml;0,23;Active;0;Mid-Market
10110;VigorHair Maski Do farbowanych 500ml;VigorHair;Włosy;Maski;0;38,08;20,94;500ml;0,23;Active;0;Mid-Market
10111;PureCare Płyny i żele Kojący 20 szt.;PureCare;Higiena intymna;Płyny i żele;0;8,21;5,34;szt.;0,23;Active;1;Economy
10112;BabySoft Pieluchy Nawilżane 500ml;BabySoft;Dziecko;Pieluchy;0;33,03;24,77;500ml;0,23;Active;0;Economy
10113;SoftTouch Płyny i żele Normal 40 szt.;SoftTouch;Higiena intymna;Płyny i żele;0;27,5;17,88;szt.;0,23;Active;1;Premium
10114;SilkMane Szampon Odbudowujący 250ml;SilkMane;Włosy;Szampony;0;76,56;42,11;250ml;0,23;Active;0;Premium
10115;Aura Kids Pieluchy Rozmiar 4 40 szt.;Aura Kids;Dziecko;Pieluchy;1;10,23;6,14;szt.;0,23;Active;0;Economy
10116;Aura Basic Płyny i żele Ochronny 20 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;21,77;9,8;szt.;0,23;Active;0;Premium
10117;LumiSkin Krem na noc Z witaminą C 30ml;LumiSkin;Pielęgnacja twarzy;Kremy na noc;0;71,54;32,19;30ml;0,23;Active;0;Mid-Market
10118;NutriMax Minerały Forte 30 kaps.;NutriMax;Suplementy i Zdrowie;Minerały;0;80,17;44,09;kaps.;0,08;Discontinued;0;Premium
10119;Aura Basic Podpaski Normal 20 szt.;Aura Basic;Higiena intymna;Podpaski;1;9,29;4,18;szt.;0,23;Active;0;Economy
10120;Aura Care Maski Nawilżająca 250ml;Aura Care;Włosy;Maski;1;41,36;14,48;250ml;0,23;Active;1;Mid-Market
10121;Veluria Krem na dzień Nawilżający 150ml;Veluria;Pielęgnacja twarzy;Kremy na dzień;0;35,83;16,12;150ml;0,23;Active;0;Economy
10122;FreshGlow Podpaski Kojący 40 szt.;FreshGlow;Higiena intymna;Podpaski;0;27,41;17,82;szt.;0,23;Active;0;Premium
10123;HealthSpark Witaminy D3 2000 j.m. 60 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;104,43;57,44;kaps.;0,08;Active;0;Premium
10124;VigorHair Maski Odbudowujący 400ml;VigorHair;Włosy;Maski;0;56,44;31,04;400ml;0,23;Active;0;Premium
10125;Herbix Maski Nawilżająca 500ml;Herbix;Włosy;Maski;0;56,46;31,05;500ml;0,23;Active;1;Premium
10126;Aura Care Szampon Odbudowujący 400ml;Aura Care;Włosy;Szampony;1;19,96;6,99;400ml;0,23;Active;1;Economy
10127;Aura Care Krem na dzień Przeciwzmarszczkowy 150ml;Aura Care;Pielęgnacja twarzy;Kremy na dzień;1;66,03;16,51;150ml;0,23;Active;1;Mid-Market
10128;Aura Basic Płyny i żele Kojący 200ml;Aura Basic;Higiena intymna;Płyny i żele;1;14,93;6,72;200ml;0,23;Active;0;Mid-Market
10129;Aura Care Stylizacja Odbudowujący 250ml;Aura Care;Włosy;Stylizacja;1;45,59;15,96;250ml;0,23;Active;1;Mid-Market
10130;FreshGlow Podpaski Super 20 szt.;FreshGlow;Higiena intymna;Podpaski;0;18,95;12,32;szt.;0,23;Active;0;Mid-Market
10131;BotanicaPro Odżywki Przeciwłupieżowy 500ml;BotanicaPro;Włosy;Odżywki;0;22,46;12,35;500ml;0,23;Active;1;Economy
10132;VigorHair Szampon Do farbowanych 500ml;VigorHair;Włosy;Szampony;0;59,52;32,74;500ml;0,23;Active;0;Premium
10133;Veluria Żele do mycia Nawilżający 30ml;Veluria;Pielęgnacja twarzy;Żele do mycia;0;119,78;53,9;30ml;0,23;Active;1;Premium
10134;ScentMaison EDT Pour Femme 100ml;ScentMaison;Perfumy;EDT;0;146,06;51,12;100ml;0,23;Active;1;Economy
10135;Aura Care Krem na dzień Matujący 50ml;Aura Care;Pielęgnacja twarzy;Kremy na dzień;1;31,7;7,92;50ml;0,23;Active;1;Economy
10136;ColorAura Usta Matujący 30ml;ColorAura;Makijaż;Usta;0;172,4;68,96;30ml;0,23;Active;0;Premium
10137;GlamTouch Twarz Wodoodporny 15g;GlamTouch;Makijaż;Twarz;0;76,34;30,54;15g;0,23;Phase-Out;0;Mid-Market
10138;PureBotanica Żele do mycia Matujący 150ml;PureBotanica;Pielęgnacja twarzy;Żele do mycia;0;50,42;22,69;150ml;0,23;Active;1;Economy
10139;NutriMax Odporność Magnez + B6 60 kaps.;NutriMax;Suplementy i Zdrowie;Odporność;0;72,87;40,08;kaps.;0,08;Active;0;Premium
10140;LumiSkin Żele do mycia Przeciwzmarszczkowy 50ml;LumiSkin;Pielęgnacja twarzy;Żele do mycia;0;23,9;10,75;50ml;0,23;Active;0;Economy
10141;ColorAura Twarz Rozświetlający 15g;ColorAura;Makijaż;Twarz;0;70,84;28,34;15g;0,23;Active;1;Mid-Market
10142;LumiSkin Sera Przeciwzmarszczkowy 30ml;LumiSkin;Pielęgnacja twarzy;Sera;0;76,33;34,35;30ml;0,23;Active;1;Mid-Market
10143;SoftTouch Wkładki Super 200ml;SoftTouch;Higiena intymna;Wkładki;0;23,94;15,56;200ml;0,23;Phase-Out;0;Premium
10144;Aura Care Odporność Forte 90 kaps.;Aura Care;Suplementy i Zdrowie;Odporność;1;34,34;10,3;kaps.;0,08;Active;1;Economy
10145;PureCare Płyny i żele Ochronny 40 szt.;PureCare;Higiena intymna;Płyny i żele;0;27,07;17,6;szt.;0,23;Active;1;Premium
10146;VigorHair Odżywki Odbudowujący 500ml;VigorHair;Włosy;Odżywki;0;46,71;25,69;500ml;0,23;Active;0;Mid-Market
10147;Aura Kids Chusteczki Sensitive 40 szt.;Aura Kids;Dziecko;Chusteczki;1;26,86;16,12;szt.;0,23;Active;0;Economy
10148;ColorAura Twarz Matujący 8ml;ColorAura;Makijaż;Twarz;0;132,93;53,17;8ml;0,23;Active;0;Premium
10149;BotanicaPro Stylizacja Przeciwłupieżowy 500ml;BotanicaPro;Włosy;Stylizacja;0;42,94;23,62;500ml;0,23;Active;0;Mid-Market
10150;Aura Care Minerały D3 2000 j.m. 90 kaps.;Aura Care;Suplementy i Zdrowie;Minerały;1;26,63;7,99;kaps.;0,08;Phase-Out;1;Economy
10151;PureBotanica Krem na noc Nawilżający 50ml;PureBotanica;Pielęgnacja twarzy;Kremy na noc;0;28,75;12,94;50ml;0,23;Phase-Out;1;Economy
10152;Aura Basic Wkładki Kojący 40 szt.;Aura Basic;Higiena intymna;Wkładki;1;15,02;6,76;szt.;0,23;Active;1;Mid-Market
10153;Aura Care Sera Z witaminą C 50ml;Aura Care;Pielęgnacja twarzy;Sera;1;112,68;28,17;50ml;0,23;Active;1;Premium
10154;HealthSpark Witaminy Magnez + B6 90 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;52,13;28,67;kaps.;0,08;Active;0;Mid-Market
10155;SilkMane Odżywki Nawilżająca 400ml;SilkMane;Włosy;Odżywki;0;67,33;37,03;400ml;0,23;Active;0;Premium
10156;Aura Beauty Twarz Matujący 8ml;Aura Beauty;Makijaż;Twarz;1;88,69;17,74;8ml;0,23;Active;1;Mid-Market
10157;PureTots Chusteczki Rozmiar 3 60 szt.;PureTots;Dziecko;Chusteczki;0;23,06;17,29;szt.;0,23;Active;0;Economy
10158;VelvetAroma EDP Fresh 50ml;VelvetAroma;Perfumy;EDP;0;132,78;46,47;50ml;0,23;Active;0;Economy
10159;LumiSkin Krem na dzień Matujący 50ml;LumiSkin;Pielęgnacja twarzy;Kremy na dzień;0;111,41;50,13;50ml;0,23;Active;1;Premium
10160;PureTots Kosmetyki Rozmiar 4 500ml;PureTots;Dziecko;Kosmetyki;0;47,65;35,74;500ml;0,23;Active;0;Mid-Market
10161;VelvetLine Oczy Long-lasting 8ml;VelvetLine;Makijaż;Oczy;0;112,89;45,16;8ml;0,23;Active;0;Mid-Market
10162;TinyJoy Chusteczki Rozmiar 3 40 szt.;TinyJoy;Dziecko;Chusteczki;0;52,71;39,53;szt.;0,23;Active;0;Mid-Market
10163;VelvetLine Oczy Matujący 30ml;VelvetLine;Makijaż;Oczy;0;145,15;58,06;30ml;0,23;Active;0;Premium
10164;BotanicaPro Maski Odbudowujący 250ml;BotanicaPro;Włosy;Maski;0;30,1;16,56;250ml;0,23;Active;0;Economy
10165;ColorAura Usta Wodoodporny 8ml;ColorAura;Makijaż;Usta;0;140,34;56,14;8ml;0,23;Active;1;Premium
10166;Herbix Odżywki Nawilżająca 400ml;Herbix;Włosy;Odżywki;0;74,85;41,17;400ml;0,23;Active;1;Premium
10167;VisagePro Twarz Rozświetlający 8ml;VisagePro;Makijaż;Twarz;0;149,67;59,87;8ml;0,23;Active;0;Premium
10168;VelvetLine Oczy Matujący 30ml;VelvetLine;Makijaż;Oczy;0;177,05;70,82;30ml;0,23;Active;0;Premium
10169;Aura Care Żele do mycia Z witaminą C 150ml;Aura Care;Pielęgnacja twarzy;Żele do mycia;1;65,03;16,26;150ml;0,23;Active;1;Mid-Market
10170;PureCare Podpaski Super 20 szt.;PureCare;Higiena intymna;Podpaski;0;13,9;9,04;szt.;0,23;Active;1;Mid-Market
10171;Aura Basic Płyny i żele Kojący 20 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;20,98;9,44;szt.;0,23;Active;1;Premium
10172;VitaCore Odporność Forte 60 kaps.;VitaCore;Suplementy i Zdrowie;Odporność;0;29,6;16,28;kaps.;0,08;Active;0;Economy
10173;Aura Care Szampon Do farbowanych 250ml;Aura Care;Włosy;Szampony;1;35,61;12,46;250ml;0,23;Active;1;Mid-Market
10174;ColorAura Oczy Matujący 15g;ColorAura;Makijaż;Oczy;0;140,83;56,33;15g;0,23;Active;0;Premium
10175;Aura Care Krem na noc Nawilżający 50ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;39,91;9,98;50ml;0,23;Active;1;Economy
10176;BotanicaPro Odżywki Przeciwłupieżowy 400ml;BotanicaPro;Włosy;Odżywki;0;56,3;30,96;400ml;0,23;Active;1;Premium
10177;HealthSpark Odporność Forte 90 kaps.;HealthSpark;Suplementy i Zdrowie;Odporność;0;102,4;56,32;kaps.;0,08;Phase-Out;1;Premium
10178;NutriMax Minerały Magnez + B6 90 kaps.;NutriMax;Suplementy i Zdrowie;Minerały;0;60,66;33,36;kaps.;0,08;Active;0;Mid-Market
10179;HealthSpark Witaminy Forte 90 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;75,4;41,47;kaps.;0,08;Active;0;Premium
10180;Aura Basic Płyny i żele Ochronny 200ml;Aura Basic;Higiena intymna;Płyny i żele;1;10,34;4,65;200ml;0,23;Active;1;Economy
10181;Aura Kids Pieluchy Rozmiar 4 500ml;Aura Kids;Dziecko;Pieluchy;1;27,92;16,75;500ml;0,23;Active;0;Economy
10182;Aura Care Maski Nawilżająca 500ml;Aura Care;Włosy;Maski;1;31,25;10,94;500ml;0,23;Active;1;Economy
10183;Aura Care Krem na noc Przeciwzmarszczkowy 150ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;63,68;15,92;150ml;0,23;Active;1;Mid-Market
